Send.,Year,Band,Site,Sex,Type,FamilyID,Rep.by.x,GPS_tag.,Nest._1,Tissue,DNA.ID,DNA.Concentration..ng.µL.,DNA.storage.location,X,Re.extract.,Seq.ID,Rep.by.y,Nest..,Brood..,clutch_id
Y,2022,2850-57636,Jay's,M,dad,Jays-02,353,,#N/A,blood,353,46.642,Colorado Field Blood 2022 Box 1,,Y,CO-57636,353,NA,NA,NA
Y,2022,2850-57661,Karen's,F,mom,Karens-01,398,,1.2,blood,398,31.716,Colorado Field Blood 2022 Box 1,,,CO-57661,398,NA,NA,NA
Y,2022,2850-57662,Karen's,M,dad,Karens-01,375,,1.2,blood,375,44.796,Colorado Field Blood 2022 Box 1,,,CO-57662,375,NA,NA,NA
Y,2022,2881-34085,Karen's,,kid,Karens-01,789,,1.2,blood,789,73.162,CO 2022 Field Box 6,,,CO-34085,789,1.2,2,Karen's_1.2_2
Y,2022,2881-34086,Karen's,,kid,Karens-01,790,,1.2,blood,790,56.152,CO 2022 Field Box 6,,,CO-34086,790,1.2,2,Karen's_1.2_2
Y,2022,2881-34087,Karen's,,kid,Karens-01,791,,1.2,blood,791,42.294,CO 2022 Field Box 6,,,CO-34087,791,1.2,2,Karen's_1.2_2
Y,2022,2811-83290,Make Believe,,kid,MakeBelieve-08,519,,8,blood,519,20.744,CO 2022 Field Box 3,,,CO-83290,519,8,1,Make Believe_8_1
N,2022,2811-83291,Make Believe,,kid,MakeBelieve-08,827,,8,blood,520,7.902,CO 2022 Field Box 3,,,CO-83291,827,8,1,Make Believe_8_1
N,2022,2850-57874,Make Believe,F,mom,MakeBelieve-08,861,,8,blood,444,13.093,CO 2022 Field Box 2,,,CO-57874,861,NA,NA,NA
Y,2022,2850-57875,Make Believe,M,dad,MakeBelieve-08,412,,8,blood,412,28.376,Colorado Field Blood 2022 Box 1,,,CO-57875,412,NA,NA,NA
N,2022,2811-83127,Make Believe,,kid,MakeBelieve-13,868,,13,blood,501,17.525,CO 2022 Field Box 3,,,CO-83127,868,13,1,Make Believe_13_1
N,2022,2811-83128,Make Believe,,kid,MakeBelieve-13,869,,13,blood,502,16.487,CO 2022 Field Box 3,,,CO-83128,869,13,1,Make Believe_13_1
Y,2022,2811-83129,Make Believe,,kid,MakeBelieve-13,503,,13,blood,503,40.057,CO 2022 Field Box 3,,,CO-83129,503,13,1,Make Believe_13_1
Y,2022,2850-57877,Make Believe,M,dad,MakeBelieve-13,426,,13,blood,426,22.792,CO 2022 Field Box 2,,,CO-57877,426,NA,NA,NA
Y,2022,2850-57878,Make Believe,F,mom,MakeBelieve-13,557,,13,blood,557,29.989,CO 2022 Field Box 3,,,CO-57878,557,NA,NA,NA
Y,2022,2811-83254,Make Believe,,kid,MakeBelieve-14,599,,14,blood,599,34.277,CO 2022 Field Box 4,,,CO-83254,599,14,1,Make Believe_14_1
Y,2022,2811-83255,Make Believe,,kid,MakeBelieve-14,600,,14,blood,600,37.323,CO 2022 Field Box 4,,,CO-83255,600,14,1,Make Believe_14_1
Y,2022,2811-83256,Make Believe,,kid,MakeBelieve-14,601,,14,blood,601,162.83,CO 2022 Field Box 4,,,CO-83256,601,14,1,Make Believe_14_1
Y,2022,2811-83257,Make Believe,,kid,MakeBelieve-14,602,,14,blood,602,86.999,CO 2022 Field Box 4,,,CO-83257,602,14,1,Make Believe_14_1
Y,2022,2850-57518,Make Believe,M,dad,MakeBelieve-14,422,,14,blood,422,27.008,CO 2022 Field Box 2,,,CO-57518,422,NA,NA,NA
Y,2022,2850-57576,Make Believe,F,mom,MakeBelieve-14,390,,14,blood,390,21.1,Colorado Field Blood 2022 Box 1,,,CO-57576,390,NA,NA,NA
Y,2022,2881-33646,Make Believe,,kid,MakeBelieve-14,724,,69,blood,724,178.201,CO 2022 Field Box 5,,,CO-33646,724,69,2,Make Believe_69_2
Y,2022,2881-33647,Make Believe,,kid,MakeBelieve-14,725,,69,blood,725,123.231,CO 2022 Field Box 5,,,CO-33647,725,69,2,Make Believe_69_2
N,2022,2811-83283,Make Believe,,kid,MakeBelieve-26,891,,26,blood,515,7.868,CO 2022 Field Box 3,,,CO-83283,891,26,1,Make Believe_26_1
Y,2022,2811-83284,Make Believe,,kid,MakeBelieve-26,516,,26,blood,516,22.647,CO 2022 Field Box 3,,,CO-83284,516,26,1,Make Believe_26_1
N,2022,2811-83285,Make Believe,,kid,MakeBelieve-26,892,,26,blood,517,13.01,CO 2022 Field Box 3,,,CO-83285,892,26,1,Make Believe_26_1
N,2022,2811-83286,Make Believe,,kid,MakeBelieve-26,893,,26,blood,518,13.149,CO 2022 Field Box 3,,,CO-83286,893,26,1,Make Believe_26_1
Y,2022,2850-57872,Make Believe,F,mom,MakeBelieve-26,410,,26,blood,410,41.933,Colorado Field Blood 2022 Box 1,,,CO-57872,410,NA,NA,NA
Y,2022,2850-57873,Make Believe,M,dad,MakeBelieve-26,411,,26,blood,411,45.422,Colorado Field Blood 2022 Box 1,,,CO-57873,411,NA,NA,NA
Y,2022,2881-33666,Make Believe,,kid,MakeBelieve-26,737,,48,blood,737,242.367,CO 2022 Field Box 6,,,CO-33666,737,48,2,Make Believe_48_2
Y,2022,2881-33667,Make Believe,,kid,MakeBelieve-26,738,,48,blood,738,157.694,CO 2022 Field Box 6,,,CO-33667,738,48,2,Make Believe_48_2
Y,2022,2881-33668,Make Believe,,kid,MakeBelieve-26,739,,48,blood,739,177.261,CO 2022 Field Box 6,,,CO-33668,739,48,2,Make Believe_48_2
Y,2022,2881-33669,Make Believe,,kid,MakeBelieve-26,740,,48,blood,740,147.784,CO 2022 Field Box 6,,,CO-33669,740,48,2,Make Believe_48_2
Y,2022,2811-83292,Make Believe,,kid,MakeBelieve-38,801,,34,blood,801,35.689,CO 2022 Field Box 7,,,CO-83292,801,34,1,Make Believe_34_1
Y,2022,2811-83293,Make Believe,,kid,MakeBelieve-38,802,,34,blood,802,25.036,CO 2022 Field Box 7,,,CO-83293,802,34,1,Make Believe_34_1
Y,2022,2811-83294,Make Believe,,kid,MakeBelieve-38,803,,34,blood,803,73.477,CO 2022 Field Box 7,,,CO-83294,803,34,1,Make Believe_34_1
Y,2022,2811-83295,Make Believe,,kid,MakeBelieve-38,804,,34,blood,804,25.036,CO 2022 Field Box 7,,,CO-83295,804,34,1,Make Believe_34_1
Y,2022,2850-57635,Make Believe,F,mom,MakeBelieve-38,674,,38,blood,674,90.218,CO 2022 Field Box 5,,,CO-57635,674,NA,NA,NA
Y,2022,2850-57668,Make Believe,M,dad,MakeBelieve-38,378,,38,blood,378,42.468,Colorado Field Blood 2022 Box 1,,,CO-57668,378,NA,NA,NA
Y,2022,2881-33662,Make Believe,,kid,MakeBelieve-38,733,,38,blood,733,66.47,CO 2022 Field Box 6,,,CO-33662,733,38,2,Make Believe_38_2
Y,2022,2881-33663,Make Believe,,kid,MakeBelieve-38,734,,38,blood,734,128.845,CO 2022 Field Box 6,,,CO-33663,734,38,2,Make Believe_38_2
Y,2022,2881-33664,Make Believe,,kid,MakeBelieve-38,735,,38,blood,735,37.724,CO 2022 Field Box 6,,,CO-33664,735,38,2,Make Believe_38_2
Y,2022,2881-33665,Make Believe,,kid,MakeBelieve-38,736,,38,blood,736,53.559,CO 2022 Field Box 6,,,CO-33665,736,38,2,Make Believe_38_2
N,2022,2850-57680,Make Believe,M,dad,MakeBelieve-62,855,,#N/A,blood,417,13.233,CO 2022 Field Box 2,,,CO-57680,855,NA,NA,NA
Y,2022,2850-57750,Make Believe,M,dad,MakeBelieve-62.2,553,,#N/A,blood,553,63.437,CO 2022 Field Box 3,,,CO-57750,553,NA,NA,NA
,2022,2640-97596,Make Believe,F,mom,MakeBelieve-73,279,,,,,NA,,,,CO-97596,279,NA,NA,NA
Y,2022,2350-21085,Make Believe,M,dad,MakeBelieve-73,359,,73,blood,359,35.139,Colorado Field Blood 2022 Box 1,,,CO-21085,359,NA,NA,NA
Y,2022,2811-83085,Make Believe,,kid,MakeBelieve-73,482,,73,blood,482,80.313,CO 2022 Field Box 2,,,CO-83085,482,73,1,Make Believe_73_1
Y,2022,2811-83086,Make Believe,,kid,MakeBelieve-73,483,,73,blood,483,25.036,CO 2022 Field Box 2,,,CO-83086,483,73,1,Make Believe_73_1
Y,2022,2811-83087,Make Believe,,kid,MakeBelieve-73,484,,73,blood,484,86.566,CO 2022 Field Box 2,,,CO-83087,484,73,1,Make Believe_73_1
Y,2022,2811-83088,Make Believe,,kid,MakeBelieve-73,485,,73,blood,485,34.471,CO 2022 Field Box 2,,,CO-83088,485,73,1,Make Believe_73_1
Y,2022,2811-83089,Make Believe,,kid,MakeBelieve-73,486,,73,blood,486,290.954,CO 2022 Field Box 2,,,CO-83089,486,73,1,Make Believe_73_1
Y,2022,2881-33622,Make Believe,,kid,MakeBelieve-73,700,,73.2,blood,700,91.291,CO 2022 Field Box 5,,,CO-33622,700,73,2,Make Believe_73_2
Y,2022,2881-33623,Make Believe,,kid,MakeBelieve-73,701,,73.2,blood,701,246.373,CO 2022 Field Box 5,,,CO-33623,701,73,2,Make Believe_73_2
Y,2022,2881-33624,Make Believe,,kid,MakeBelieve-73,702,,73.2,blood,702,329.202,CO 2022 Field Box 5,,,CO-33624,702,73,2,Make Believe_73_2
Y,2022,2881-33625,Make Believe,,kid,MakeBelieve-73,703,,73.2,blood,703,78.98,CO 2022 Field Box 5,,,CO-33625,703,73,2,Make Believe_73_2
Y,2022,2881-33626,Make Believe,,kid,MakeBelieve-73,704,,73.2,blood,704,104.167,CO 2022 Field Box 5,,,CO-33626,704,73,2,Make Believe_73_2
N,2022,2811-83310,Marte's,,kid,Marty-01,873,,1,blood,527,15.379,CO 2022 Field Box 3,,,CO-83310,873,1,1,Marty's_1_1
Y,2022,2811-83311,Marte's,,kid,Marty-01,528,,1,blood,528,25.832,CO 2022 Field Box 3,,,CO-83311,528,1,1,Marty's_1_1
Y,2022,2850-57691,Marte's,M,dad,Marty-01,434,,1,blood,434,35.537,CO 2022 Field Box 2,,,CO-57691,434,NA,NA,NA
N,2022,2850-57692,Marte's,F,mom,Marty-01,885,,1,blood,435,17.525,CO 2022 Field Box 2,,,CO-57692,885,NA,NA,NA
Y,2022,2881-33670,Marte's,,kid,Marty-01,615,,2,blood,615,196.864,CO 2022 Field Box 4,,,CO-33670,615,2,2,Marte's_2_2
Y,2022,2881-33671,Marte's,,kid,Marty-01,616,,2,blood,616,186.785,CO 2022 Field Box 4,,,CO-33671,616,2,2,Marte's_2_2
Y,2022,2881-33672,Marte's,,kid,Marty-01,617,,2,blood,617,131.723,CO 2022 Field Box 4,,,CO-33672,617,2,2,Marte's_2_2
Y,2022,T012,Marte's,,kid,Marty-01,T012,,1,tissue,T012,271.953,1.938,,,CO-T012,T012,1,1,Marty's_1_1
Y,2022,2850-57550,Mary Ann's,F,mom,MaryAnns-01,610,,1,blood,610,140.814,CO 2022 Field Box 4,,,CO-57550,610,NA,NA,NA
Y,2022,2870-64916,Mary Ann's,M,dad,MaryAnns-01,685,,1,blood,685,122.145,CO 2022 Field Box 5,,,CO-64916,685,NA,NA,NA
Y,2022,2881-33700,Mary Ann's,,kid,MaryAnns-01,630,,1,blood,630,163.59,CO 2022 Field Box 4,,,CO-33700,630,1,2,Mary Ann's_1_2
Y,2022,T004,Mary Ann's,,kid,MaryAnns-01,T004,,1,tissue,T004,915.689,1.986,,,CO-T004,T004,1,2,Mary Ann's_1_2
Y,2022,T005,Mary Ann's,,kid,MaryAnns-01,T005,,1,tissue,T005,313.215,2.049,,,CO-T005,T005,1,2,Mary Ann's_1_2
N,2022,2850-57639,McCauley,M,dad,McCauley-01,849,,1,blood,355,5.053,Colorado Field Blood 2022 Box 1,,,CO-57639,849,NA,NA,NA
N,2022,2850-57640,McCauley,F,mom,McCauley-01,878,,1,blood,393,14.753,Colorado Field Blood 2022 Box 1,,,CO-57640,878,NA,NA,NA
Y,2022,2881-33633,McCauley,,kid,McCauley-01,711,,2,blood,711,175.358,CO 2022 Field Box 5,,,CO-33633,711,2,2,McCauley_2_2
Y,2022,2881-33634,McCauley,,kid,McCauley-01,712,,2,blood,712,155.669,CO 2022 Field Box 5,,,CO-33634,712,2,2,McCauley_2_2
Y,2022,2881-33635,McCauley,,kid,McCauley-01,713,,2,blood,713,151.893,CO 2022 Field Box 5,,,CO-33635,713,2,2,McCauley_2_2
Y,2022,2881-33636,McCauley,,kid,McCauley-01,714,,2,blood,714,104.518,CO 2022 Field Box 5,,,CO-33636,714,2,2,McCauley_2_2
Y,2022,2881-34010,McCauley,,kid,McCauley-01,575,,1,blood,575,80.395,CO 2022 Field Box 4,,,CO-34010,575,1,1,McCauley_1_1
Y,2022,2881-34011,McCauley,,kid,McCauley-01,576,,1,blood,576,70.479,CO 2022 Field Box 4,,,CO-34011,576,1,1,McCauley_1_1
Y,2022,2850-57752,McCauley,M,dad,McCauley-04,555,,4,blood,555,55.108,CO 2022 Field Box 3,,,CO-57752,555,NA,NA,NA
Y,2022,2850-57753,McCauley,F,mom,McCauley-04,556,,4,blood,556,79.667,CO 2022 Field Box 3,,,CO-57753,556,NA,NA,NA
Y,2022,2881-33673,McCauley,,kid,McCauley-04,618,,4,blood,618,72.873,CO 2022 Field Box 4,,,CO-33673,618,4,1,McCauley_4_1
Y,2022,2881-33674,McCauley,,kid,McCauley-04,619,,4,blood,619,40.601,CO 2022 Field Box 4,,,CO-33674,619,4,1,McCauley_4_1
Y,2022,2881-33675,McCauley,,kid,McCauley-04,620,,4,blood,620,84.853,CO 2022 Field Box 4,,,CO-33675,620,4,1,McCauley_4_1
Y,2022,2881-33676,McCauley,,kid,McCauley-04,621,,4,blood,621,103.538,CO 2022 Field Box 4,,,CO-33676,621,4,1,McCauley_4_1
Y,2022,2850-57896,Cargill,F,mom,none,448,,20,blood,448,20.833,CO 2022 Field Box 2,,,CO-57896,448,NA,NA,NA
N,2022,2811-39093,Schaaps,M,dad,none,865,,#N/A,blood,451,17.376,CO 2022 Field Box 2,,,CO-39093,865,NA,NA,NA
N,2022,2850-57560,Grizz,M,dad,none,874,,#N/A,blood,540,17.339,CO 2022 Field Box 3,,,CO-57560,874,NA,NA,NA
Y,2022,2850-57587,CHR,M,dad,none,343,,#N/A,blood,343,42.287,Colorado Field Blood 2022 Box 1,,,CO-57587,343,NA,NA,NA
N,2022,2850-57593,Mayas,M,dad,none,888,,#N/A,blood,345,12.607,Colorado Field Blood 2022 Box 1,,,CO-57593,888,NA,NA,NA
Y,2022,2850-57595,Mayas,M,dad,none,346,,#N/A,blood,346,27.688,Colorado Field Blood 2022 Box 1,,,CO-57595,346,NA,NA,NA
N,2022,2850-57597,Mayas,M,dad,none,843,,#N/A,blood,347,1.878,Colorado Field Blood 2022 Box 1,,,CO-57597,843,NA,NA,NA
N,2022,2850-57598,Schaaps,M,dad,none,889,,#N/A,blood,348,7.166,Colorado Field Blood 2022 Box 1,,,CO-57598,889,NA,NA,NA
Y,2022,2850-57600,Schaaps,M,dad,none,349,,#N/A,blood,349,22.943,Colorado Field Blood 2022 Box 1,,,CO-57600,349,NA,NA,NA
N,2022,2850-57619,Reinarz,M,dad,none,332,,#N/A,blood,351,20.118,Colorado Field Blood 2022 Box 1,,,CO-57619,332,NA,NA,NA
N,2022,2850-57644,Urban Farm Girlz,M,dad,none,880,,#N/A,blood,358,16.935,Colorado Field Blood 2022 Box 1,,,CO-57644,880,NA,NA,NA
Y,2022,2850-57665,Cooks,M,dad,none,376,,#N/A,blood,376,49.3,Colorado Field Blood 2022 Box 1,,,CO-57665,376,NA,NA,NA
N,2022,2850-57677,Mayas,M,dad,none,896,,#N/A,blood,543,4.63,CO 2022 Field Box 3,,,CO-57677,896,NA,NA,NA
Y,2022,2850-57678,Mayas,M,dad,none,544,,#N/A,blood,544,66.792,CO 2022 Field Box 3,,,CO-57678,544,NA,NA,NA
N,2022,2850-57679,Starlight,M,dad,none,897,,#N/A,blood,545,9.82,CO 2022 Field Box 3,,,CO-57679,897,NA,NA,NA
Y,2022,2850-57681,Schaaps,M,dad,none,546,,#N/A,blood,546,99.42,CO 2022 Field Box 3,,,CO-57681,546,NA,NA,NA
N,2022,2850-57684,Struthers,M,dad,Struthers-23,856,,#N/A,blood,433,9.845,CO 2022 Field Box 2,,,CO-57684,856,NA,NA,NA
Y,2022,2850-57690,Plumbumpy,M,dad,none,418,,#N/A,blood,418,41.219,CO 2022 Field Box 2,,,CO-57690,418,NA,NA,NA
Y,2022,2850-57694,Quick,M,dad,none,419,,#N/A,blood,419,59.371,CO 2022 Field Box 2,,,CO-57694,419,NA,NA,NA
Y,2022,2850-57695,Quick,M,dad,none,549,,#N/A,blood,549,60.614,CO 2022 Field Box 3,,,CO-57695,549,NA,NA,NA
Y,2022,2850-57697,Grizz,M,dad,none,550,,#N/A,blood,550,26.919,CO 2022 Field Box 3,,,CO-57697,550,NA,NA,NA
N,2022,2850-57701,Schaaps,M,dad,none,859,,#N/A,blood,551,5.609,CO 2022 Field Box 3,,,CO-57701,859,NA,NA,NA
N,2022,2850-57743,CHR,M,dad,none,860,,#N/A,blood,403,-5.585,Colorado Field Blood 2022 Box 1,,,CO-57743,860,NA,NA,NA
Y,2022,2850-57889,Mayas,M,dad,none,558,,#N/A,blood,558,37.184,CO 2022 Field Box 3,,,CO-57889,558,NA,NA,NA
Y,2022,2850-57890,Mayas,M,dad,none,559,,#N/A,blood,559,98.348,CO 2022 Field Box 3,,,CO-57890,559,NA,NA,NA
N,2022,2850-57895,Schaaps,M,dad,none,898,,#N/A,blood,560,14.217,CO 2022 Field Box 3,,,CO-57895,898,NA,NA,NA
Y,2022,2850-57897,Cargill,M,dad,none,561,,#N/A,blood,561,42.295,CO 2022 Field Box 3,,,CO-57897,561,NA,NA,NA
Y,2022,2850-57898,Grizz,M,dad,none,562,,#N/A,blood,562,47.175,CO 2022 Field Box 3,,,CO-57898,562,NA,NA,NA
Y,2022,2870-64907,CHR,M,dad,none,423,,#N/A,blood,423,22.89,CO 2022 Field Box 2,,,CO-64907,423,NA,NA,NA
Y,2022,2870-64913,Jame's Ditch,M,dad,none,565,,#N/A,blood,565,42.024,CO 2022 Field Box 3,,,CO-64913,565,NA,NA,NA
Y,2022,2870-64918,Boyer,M,dad,none,566,,#N/A,blood,566,89.324,CO 2022 Field Box 3,,,CO-64918,566,NA,NA,NA
Y,2022,2870-65001,Schaaps,M,dad,none,567,,#N/A,blood,567,60.484,CO 2022 Field Box 3,,,CO-65001,567,NA,NA,NA
N,2022,2850-57607,Schaaps,M,dad,Schaaps-108,895,,#N/A,blood,542,5.686,CO 2022 Field Box 3,,,CO-57607,895,NA,NA,NA
Y,2022,2850-57642,Sol y Sombra,M,dad,SolySombra-01,356,,#N/A,blood,356,21.146,Colorado Field Blood 2022 Box 1,,,CO-57642,356,NA,NA,NA
N,2022,2850-57698,Speedwell,F,mom,Speedwell-01,857,,1,blood,436,8.98,CO 2022 Field Box 2,,,CO-57698,857,NA,NA,NA
N,2022,2850-57699,Speedwell,M,dad,Speedwell-01,858,,1,blood,437,2.488,CO 2022 Field Box 2,,,CO-57699,858,NA,NA,NA
Y,2022,2881-34051,Speedwell,,kid,Speedwell-01,765,,1,blood,765,149.804,CO 2022 Field Box 6,,,CO-34051,765,1,1,Speedwell_1_1
Y,2022,2881-34052,Speedwell,,kid,Speedwell-01,766,,1,blood,766,106.134,CO 2022 Field Box 6,,,CO-34052,766,1,1,Speedwell_1_1
Y,2022,2881-34053,Speedwell,,kid,Speedwell-01,767,,1,blood,767,89.158,CO 2022 Field Box 6,,,CO-34053,767,1,1,Speedwell_1_1
Y,2022,2881-34054,Speedwell,,kid,Speedwell-01,768,,1,blood,768,97.997,CO 2022 Field Box 6,,,CO-34054,768,1,1,Speedwell_1_1
Y,2022,2850-57645,Struthers,F,mom,Struthers-03,611,,3,blood,611,208.422,CO 2022 Field Box 4,,,CO-57645,611,NA,NA,NA
Y,2022,2850-57674,Struthers,M,dad,Struthers-03,382,,3,blood,382,31.989,Colorado Field Blood 2022 Box 1,,,CO-57674,382,NA,NA,NA
Y,2022,2881-33688,Struthers,,kid,Struthers-03,626,,3,blood,626,88.072,CO 2022 Field Box 4,,,CO-33688,626,3,2,Struther's_3_2
Y,2022,2881-33689,Struthers,,kid,Struthers-03,627,,3,blood,627,74.283,CO 2022 Field Box 4,,,CO-33689,627,3,2,Struther's_3_2
Y,2022,2881-33690,Struthers,,kid,Struthers-03,628,,3,blood,628,163.18,CO 2022 Field Box 4,,,CO-33690,628,3,2,Struther's_3_2
Y,2022,2881-33691,Struthers,,kid,Struthers-03,629,,3,blood,629,64.844,CO 2022 Field Box 4,,,CO-33691,629,3,2,Struther's_3_2
Y,2022,2811-83056,Struthers,,kid,Struthers-10,457,,10,blood,457,101.617,CO 2022 Field Box 2,,,CO-83056,457,10,1,Struther's_10_1
Y,2022,2811-83057,Struthers,,kid,Struthers-10,458,,10,blood,458,60.057,CO 2022 Field Box 2,,,CO-83057,458,10,1,Struther's_10_1
Y,2022,2811-83058,Struthers,,kid,Struthers-10,459,,10,blood,459,27.182,CO 2022 Field Box 2,,,CO-83058,459,10,1,Struther's_10_1
Y,2022,2811-83059,Struthers,,kid,Struthers-10,460,,10,blood,460,42.385,CO 2022 Field Box 2,,,CO-83059,460,10,1,Struther's_10_1
Y,2022,2811-83060,Struthers,,kid,Struthers-10,461,,10,blood,461,39.801,CO 2022 Field Box 2,,,CO-83060,461,10,1,Struther's_10_1
N,2022,2850-57551,Struthers,F,mom,Struthers-10,836,,10,blood,387,7.242,Colorado Field Blood 2022 Box 1,,,CO-57551,836,NA,NA,NA
Y,2022,2850-57552,Struthers,M,dad,Struthers-10,365,,10,blood,365,55.171,Colorado Field Blood 2022 Box 1,,,CO-57552,365,NA,NA,NA
Y,2022,2881-34046,Struthers,,kid,Struthers-10,639,,20,blood,639,264.606,CO 2022 Field Box 4,,,CO-34046,639,20,2,Struther's_20_2
Y,2022,2881-34047,Struthers,,kid,Struthers-10,761,,20,blood,761,129.221,CO 2022 Field Box 6,,,CO-34047,761,20,2,Struther's_20_2
Y,2022,2881-34048,Struthers,,kid,Struthers-10,762,,20,blood,762,58.547,CO 2022 Field Box 6,,,CO-34048,762,20,2,Struther's_20_2
Y,2022,2881-34049,Struthers,,kid,Struthers-10,763,,20,blood,763,106.749,CO 2022 Field Box 6,,,CO-34049,763,20,2,Struther's_20_2
Y,2022,2881-34050,Struthers,,kid,Struthers-10,764,,20,blood,764,69.06,CO 2022 Field Box 6,,,CO-34050,764,20,2,Struther's_20_2
Y,2022,2870-64911,CHR,UNB juvenile,kid,unknown,612,,#N/A,blood,612,66.046,CO 2022 Field Box 4,,,CO-64911,612,NA,NA,NA
N,2022,2811-83098,Urban Farm Girlz,,kid,UrbanFarm-02,490,,2,blood,490,18.638,CO 2022 Field Box 2,,,CO-83098,867,2,1,Urban Farm_2_1
Y,2022,2811-83099,Urban Farm Girlz,,kid,UrbanFarm-02,491,,2,blood,491,58.298,CO 2022 Field Box 3,,,CO-83099,491,2,1,Urban Farm_2_1
Y,2022,2811-83100,Urban Farm Girlz,,kid,UrbanFarm-02,492,,2,blood,492,38.57,CO 2022 Field Box 3,,,CO-83100,492,2,1,Urban Farm_2_1
,2022,2850-57608,Urban Farm Girlz,F,mom,UrbanFarm-02,300,,,,,NA,,,,CO-57608,300,NA,NA,NA
Y,2022,2850-57899,Urban Farm Girlz,M,dad,UrbanFarm-02,413,,2,blood,413,46.198,Colorado Field Blood 2022 Box 1,,,CO-57899,413,NA,NA,NA
N,2022,2850-57629,Urban Farm Girlz,F,mom,UrbanFarm-08,890,,8,blood,430,3.584,CO 2022 Field Box 2,,,CO-57629,890,NA,NA,NA
Y,2022,2850-57868,Urban Farm Girlz,M,dad,UrbanFarm-08,407,,8,blood,407,44.349,Colorado Field Blood 2022 Box 1,,,CO-57868,407,NA,NA,NA
Y,2022,2881-33601,Urban Farm Girlz,,kid,UrbanFarm-08,568,,8,blood,568,22.8,CO 2022 Field Box 3,,,CO-33601,568,8,1,Urban Farm_8_1
Y,2022,2881-33602,Urban Farm Girlz,,kid,UrbanFarm-08,569,,8,blood,569,106.423,CO 2022 Field Box 4,,,CO-33602,569,8,1,Urban Farm_8_1
N,2022,2881-33603,Urban Farm Girlz,,kid,UrbanFarm-08,887,,8,blood,570,19.251,CO 2022 Field Box 4,,,CO-33603,887,8,1,Urban Farm_8_1
Y,2022,2881-33684,Urban Farm Girlz,,kid,UrbanFarm-08,622,,8.2,blood,622,151.475,CO 2022 Field Box 4,,,CO-33684,622,8,2,Urban Farm_8_2
Y,2022,2881-33685,Urban Farm Girlz,,kid,UrbanFarm-08,623,,8.2,blood,623,275.73,CO 2022 Field Box 4,,,CO-33685,623,8,2,Urban Farm_8_2
Y,2022,2881-33686,Urban Farm Girlz,,kid,UrbanFarm-08,624,,8.2,blood,624,180.94,CO 2022 Field Box 4,,,CO-33686,624,8,2,Urban Farm_8_2
Y,2022,2881-33687,Urban Farm Girlz,,kid,UrbanFarm-08,625,,8.2,blood,625,309.511,CO 2022 Field Box 4,,,CO-33687,625,8,2,Urban Farm_8_2
